USGS_site,datetime,q,no3_mg_per_l,no3_gse,total_p_mg_per_l,total_p_gse,ssc_mg_per_l,ssc_gse
3339000,2016-09-18,811.0,3.73,1.18,0.15,1.5,38.51,2.12
3339000,2016-09-19,689.0,3.84,1.18,0.15,1.5,35.01,2.11
3339000,2016-09-20,666.0,3.56,1.19,0.15,1.47,33.38,2.16
3339000,2016-09-21,537.0,3.63,1.18,0.14,1.47,25.62,2.11
3339000,2016-09-22,492.0,3.64,1.19,0.14,1.48,22.2,2.09
3339000,2016-09-23,462.0,3.61,1.19,0.13,1.49,19.38,2.08
3339000,2016-09-24,441.0,3.55,1.2,0.13,1.47,18.7,2.02
3339000,2016-09-25,429.0,3.36,1.2,0.13,1.48,17.6,2.07
3339000,2016-09-26,442.0,3.13,1.2,0.13,1.47,17.42,2.1
3339000,2016-09-27,436.0,3.29,1.19,0.12,1.47,16.62,2.05
3339000,2016-09-28,398.0,3.42,1.19,0.12,1.44,15.26,2.1
3339000,2016-09-29,396.0,3.39,1.19,0.13,1.49,15.62,2.13
3339000,2016-09-30,409.0,3.06,1.21,0.14,1.47,16.71,2.03
3339000,2016-10-01,511.0,3.36,1.19,0.14,1.47,20.14,2.07
3339000,2016-10-02,548.0,4.08,1.17,0.12,1.47,17.91,2.12
3339000,2016-10-03,485.0,3.78,1.18,0.13,1.48,17.16,2.11
3339000,2016-10-04,433.0,3.82,1.18,0.12,1.47,14.0,2.1
3339000,2016-10-05,400.0,3.65,1.19,0.11,1.46,13.28,2.08
3339000,2016-10-06,379.0,3.52,1.19,0.11,1.47,12.08,2.11
3339000,2016-10-07,370.0,3.42,1.19,0.11,1.48,13.69,2.08
3339000,2016-10-08,341.0,3.27,1.19,0.11,1.48,12.48,2.03
3339000,2016-10-09,340.0,3.32,1.19,0.11,1.49,13.12,2.12
3339000,2016-10-10,321.0,3.21,1.2,0.11,1.48,12.74,2.11
3339000,2016-10-11,299.0,3.24,1.2,0.11,1.5,12.2,2.09
3339000,2016-10-12,294.0,3.26,1.2,0.1,1.46,10.81,2.1
3339000,2016-10-13,303.0,3.96,1.0,0.17,1.0,2.0,1.0
3339000,2016-10-14,310.0,3.01,1.2,0.1,1.48,9.18,2.04
3339000,2016-10-15,325.0,3.12,1.2,0.1,1.47,10.25,2.11
3339000,2016-10-16,324.0,2.96,1.2,0.1,1.46,8.59,2.08
3339000,2016-10-17,344.0,3.3,1.19,0.1,1.48,8.82,2.09
3339000,2016-10-18,369.0,3.43,1.19,0.1,1.47,7.83,2.1
3339000,2016-10-19,365.0,3.33,1.19,0.11,1.48,9.03,2.06
3339000,2016-10-20,524.0,3.03,1.2,0.14,1.48,16.19,2.05
3339000,2016-10-21,1070.0,4.22,1.16,0.18,1.47,39.33,2.08
3339000,2016-10-22,831.0,4.57,1.16,0.17,1.45,29.85,2.09
3339000,2016-10-23,658.0,4.23,1.17,0.13,1.48,18.16,2.1
3339000,2016-10-24,555.0,4.18,1.17,0.13,1.49,16.8,2.15
3339000,2016-10-25,481.0,3.94,1.17,0.13,1.5,16.24,2.12
3339000,2016-10-26,413.0,3.93,1.18,0.13,1.47,13.86,2.11
3339000,2016-10-27,410.0,3.65,1.18,0.12,1.48,12.31,2.08
3339000,2016-10-28,420.0,3.88,1.17,0.12,1.48,12.85,2.13
3339000,2016-10-29,390.0,3.91,1.18,0.11,1.48,12.52,2.14
3339000,2016-10-30,396.0,3.72,1.18,0.11,1.47,12.43,2.11
3339000,2016-10-31,404.0,3.05,1.19,0.13,1.46,14.06,2.1
3339000,2016-11-01,338.0,3.31,1.19,0.12,1.48,13.05,2.16
3339000,2016-11-02,365.0,3.37,1.2,0.13,1.47,17.29,2.12
3339000,2016-11-03,719.0,3.09,1.19,0.16,1.47,29.84,2.12
3339000,2016-11-04,807.0,3.9,1.17,0.19,1.47,29.73,2.09
3339000,2016-11-05,764.0,3.68,1.17,0.15,1.49,23.44,2.09
3339000,2016-11-06,598.0,3.51,1.19,0.14,1.47,16.68,2.17
3339000,2016-11-07,498.0,3.89,1.17,0.13,1.49,14.15,2.2
3339000,2016-11-08,526.0,3.68,1.18,0.13,1.5,15.7,2.11
3339000,2016-11-09,502.0,3.55,1.18,0.14,1.48,16.41,2.14
3339000,2016-11-10,496.0,3.91,1.0,0.14,1.0,14.0,1.0
3339000,2016-11-11,457.0,3.85,1.17,0.12,1.52,12.18,2.27
3339000,2016-11-12,428.0,3.68,1.18,0.11,1.51,10.49,2.23
3339000,2016-11-13,401.0,3.52,1.18,0.11,1.52,9.04,2.22
3339000,2016-11-14,387.0,3.6,1.17,0.11,1.52,9.23,2.23
3339000,2016-11-15,380.0,3.46,1.2,0.12,1.49,10.89,2.14
3339000,2016-11-16,375.0,3.49,1.19,0.12,1.53,10.77,2.16
3339000,2016-11-17,367.0,3.49,1.18,0.13,1.48,11.66,2.09
3339000,2016-11-18,363.0,3.24,1.2,0.14,1.48,14.54,2.08
3339000,2016-11-19,436.0,3.3,1.19,0.13,1.49,12.07,2.08
3339000,2016-11-20,583.0,3.34,1.19,0.15,1.48,13.07,2.04
3339000,2016-11-21,458.0,2.98,1.2,0.16,1.48,11.86,2.12
3339000,2016-11-22,405.0,3.34,1.18,0.14,1.0,1.0,1.0
3339000,2016-11-23,463.0,2.91,1.2,0.13,1.46,8.95,2.06
3339000,2016-11-24,1260.0,3.31,1.18,0.19,1.47,36.07,2.1
3339000,2016-11-25,2040.0,4.56,1.16,0.34,1.48,114.45,2.09
3339000,2016-11-26,1340.0,5.16,1.14,0.27,1.48,48.24,2.09
3339000,2016-11-27,1030.0,4.38,1.16,0.19,1.49,22.58,2.06
3339000,2016-11-28,1190.0,4.03,1.17,0.19,1.5,35.79,2.08
3339000,2016-11-29,3780.0,4.59,1.0,0.37,1.0,180.0,1.0
3339000,2016-11-30,4030.0,6.58,1.12,0.38,1.49,158.15,2.16
3339000,2016-12-01,2530.0,6.9,1.12,0.27,1.49,68.32,2.16
3339000,2016-12-02,1780.0,7.22,1.12,0.2,1.48,35.74,2.16
3339000,2016-12-03,1460.0,6.29,1.13,0.17,1.49,22.12,2.09
3339000,2016-12-04,1240.0,5.15,1.14,0.14,1.49,15.34,2.07
3339000,2016-12-05,1330.0,5.07,1.15,0.14,1.49,15.45,2.12
3339000,2016-12-06,1600.0,4.94,1.15,0.16,1.48,21.59,2.1
3339000,2016-12-07,1450.0,4.19,1.39,0.29,1.81,23.0,1.0
3339000,2016-12-08,1250.0,4.1,1.39,0.28,1.79,54.0,2.78
3339000,2016-12-09,1050.0,3.99,1.39,0.27,1.79,47.14,2.86
3339000,2016-12-10,850.0,3.76,1.38,0.26,1.8,37.27,2.82
3339000,2016-12-11,800.0,3.79,1.4,0.25,1.8,35.57,2.79
3339000,2016-12-12,750.0,3.77,1.39,0.25,1.82,34.77,2.83
3339000,2016-12-13,700.0,3.77,1.4,0.24,1.8,30.01,2.77
3339000,2016-12-14,650.0,3.71,1.39,0.24,1.81,29.47,2.85
3339000,2016-12-15,600.0,3.65,1.4,0.23,1.82,26.24,2.79
3339000,2016-12-16,570.0,3.69,1.4,0.23,1.78,25.96,2.79
3339000,2016-12-17,530.0,3.61,1.38,0.22,1.81,24.83,2.89
3339000,2016-12-18,500.0,3.65,1.4,0.22,1.84,23.24,2.79
3339000,2016-12-19,490.0,3.63,1.39,0.22,1.82,21.5,2.77
3339000,2016-12-20,500.0,3.65,1.39,0.22,1.83,21.05,2.79
3339000,2016-12-21,510.0,3.72,1.38,0.21,1.8,21.3,2.85
3339000,2016-12-22,520.0,3.7,1.38,0.22,1.78,22.36,2.87
3339000,2016-12-23,540.0,3.82,1.39,0.22,1.83,22.55,2.81
3339000,2016-12-24,560.0,3.85,1.39,0.22,1.81,23.2,2.78
3339000,2016-12-25,597.0,3.95,1.39,0.22,1.8,24.75,2.8
3339000,2016-12-26,987.0,4.46,1.4,0.24,1.8,36.69,2.8
3339000,2016-12-27,2380.0,5.43,1.39,0.31,1.84,80.41,2.8
3339000,2016-12-28,2130.0,5.32,1.4,0.29,1.81,71.08,2.84
3339000,2016-12-29,1610.0,5.06,1.39,0.27,1.82,58.27,2.81
3339000,2016-12-30,1250.0,4.81,1.38,0.25,1.79,43.26,2.74
3339000,2016-12-31,1130.0,4.73,1.38,0.25,1.84,41.95,2.85
3339000,2017-01-01,1030.0,4.67,1.39,0.24,1.8,36.78,2.79
3339000,2017-01-02,869.0,4.56,1.39,0.23,1.84,31.76,2.77
3339000,2017-01-03,1060.0,4.81,1.4,0.23,1.77,38.32,2.77
3339000,2017-01-04,2050.0,5.58,1.39,0.28,1.82,66.04,2.73
3339000,2017-01-05,1950.0,5.52,1.38,0.27,1.79,61.72,2.78
3339000,2017-01-06,1100.0,4.95,1.39,0.24,1.82,38.34,2.82
3339000,2017-01-07,800.0,4.69,1.39,0.22,1.8,29.27,2.84
3339000,2017-01-08,750.0,4.67,1.39,0.22,1.83,28.44,2.86
3339000,2017-01-09,800.0,4.75,1.38,0.22,1.81,29.26,2.8
3339000,2017-01-10,850.0,4.85,1.4,0.22,1.83,32.04,2.77
3339000,2017-01-11,900.0,4.91,1.39,0.22,1.81,32.28,2.81
3339000,2017-01-12,1250.0,5.31,1.39,0.24,1.81,43.2,2.78
3339000,2017-01-13,2200.0,6.07,1.39,0.26,1.81,68.63,2.84
3339000,2017-01-14,1740.0,5.75,1.39,0.25,1.82,57.01,2.82
3339000,2017-01-15,1390.0,5.6,1.38,0.23,1.77,47.51,2.89
3339000,2017-01-16,1290.0,5.51,1.39,0.23,1.8,41.83,2.76
3339000,2017-01-17,2990.0,6.71,1.4,0.28,1.81,89.58,2.85
3339000,2017-01-18,3830.0,6.64,1.0,0.24,1.0,151.0,1.0
3339000,2017-01-19,2910.0,6.8,1.4,0.27,1.82,87.61,2.83
3339000,2017-01-20,7020.0,8.28,1.41,0.33,1.8,180.53,2.77
3339000,2017-01-21,8400.0,8.51,1.39,0.34,1.81,228.41,2.9
3339000,2017-01-22,7110.0,8.39,1.4,0.32,1.8,175.18,2.77
3339000,2017-01-23,4460.0,7.72,1.39,0.29,1.82,124.48,2.86
3339000,2017-01-24,3000.0,7.21,1.39,0.26,1.83,91.36,2.83
3339000,2017-01-25,2500.0,6.93,1.4,0.25,1.8,72.9,2.75
3339000,2017-01-26,2030.0,6.64,1.39,0.23,1.82,61.53,2.77
3339000,2017-01-27,1700.0,6.45,1.39,0.22,1.79,52.09,2.8
3339000,2017-01-28,1490.0,6.29,1.4,0.22,1.81,48.16,2.85
3339000,2017-01-29,1350.0,6.26,1.39,0.21,1.79,44.6,2.8
3339000,2017-01-30,1210.0,6.1,1.39,0.21,1.79,40.45,2.81
3339000,2017-01-31,1110.0,6.1,1.4,0.2,1.81,38.12,2.88
3339000,2017-02-01,1060.0,6.04,1.39,0.2,1.82,36.24,2.86
3339000,2017-02-02,941.0,5.9,1.39,0.19,1.8,31.58,2.83
3339000,2017-02-03,881.0,5.91,1.39,0.19,1.83,31.76,2.92
3339000,2017-02-04,838.0,5.93,1.39,0.18,1.81,28.82,2.83
3339000,2017-02-05,840.0,5.93,1.41,0.18,1.83,29.03,2.83
3339000,2017-02-06,848.0,5.95,1.39,0.18,1.8,29.48,2.84
3339000,2017-02-07,1030.0,6.15,1.0,0.12,1.0,55.0,1.0
3339000,2017-02-08,1390.0,6.85,1.12,0.15,1.47,30.22,2.09
3339000,2017-02-09,1230.0,6.83,1.12,0.15,1.5,19.6,2.11
3339000,2017-02-10,1020.0,6.45,1.12,0.2,1.49,25.79,2.22
3339000,2017-02-11,1150.0,6.8,1.11,0.14,1.47,22.76,2.1
3339000,2017-02-12,1430.0,7.01,1.11,0.13,1.48,37.45,2.1
3339000,2017-02-13,1350.0,7.04,1.11,0.15,1.5,44.03,2.09
3339000,2017-02-14,1190.0,7.0,1.11,0.15,1.49,37.05,2.12
3339000,2017-02-15,1090.0,7.03,1.11,0.13,1.49,25.63,2.11
3339000,2017-02-16,1000.0,7.17,1.11,0.11,1.49,18.03,2.09
3339000,2017-02-17,905.0,7.18,1.11,0.09,1.49,15.43,2.11
3339000,2017-02-18,891.0,7.11,1.11,0.09,1.47,16.88,2.08
3339000,2017-02-19,800.0,7.07,1.11,0.08,1.49,15.39,2.14
3339000,2017-02-20,730.0,6.97,1.11,0.08,1.48,15.16,2.17
3339000,2017-02-21,742.0,6.85,1.11,0.08,1.5,15.05,2.16
3339000,2017-02-22,722.0,6.71,1.12,0.08,1.49,15.99,2.19
3339000,2017-02-23,708.0,6.65,1.12,0.07,1.48,14.54,2.21
3339000,2017-02-24,708.0,6.64,1.11,0.07,1.51,13.98,2.18
3339000,2017-02-25,707.0,6.57,1.12,0.08,1.5,15.71,2.14
3339000,2017-02-26,637.0,6.53,1.12,0.07,1.47,12.85,2.14
3339000,2017-02-27,624.0,6.45,1.12,0.08,1.49,16.64,2.16
3339000,2017-02-28,582.0,6.26,1.12,0.08,1.5,14.67,2.14
3339000,2017-03-01,808.0,6.18,1.13,0.11,1.48,39.32,2.16
3339000,2017-03-02,906.0,6.51,1.12,0.09,1.49,25.8,2.09
3339000,2017-03-03,809.0,6.69,1.12,0.08,1.49,20.32,2.13
3339000,2017-03-04,751.0,6.16,1.12,0.08,1.49,20.19,2.17
3339000,2017-03-05,640.0,6.25,1.12,0.07,1.48,16.13,2.18
3339000,2017-03-06,653.0,6.46,1.12,0.07,1.48,15.54,2.18
3339000,2017-03-07,898.0,6.33,1.12,0.1,1.49,45.33,2.14
3339000,2017-03-08,1090.0,6.4,1.12,0.09,1.49,39.95,2.22
3339000,2017-03-09,985.0,6.7,1.12,0.08,1.48,26.41,2.15
3339000,2017-03-10,849.0,6.29,1.12,0.08,1.51,18.65,2.16
3339000,2017-03-11,753.0,6.45,1.12,0.07,1.5,14.79,2.2
3339000,2017-03-12,640.0,6.61,1.12,0.07,1.51,15.59,2.22
3339000,2017-03-13,692.0,6.54,1.12,0.08,1.51,17.48,2.25
3339000,2017-03-14,683.0,6.66,1.11,0.08,1.53,14.75,2.29
3339000,2017-03-15,613.0,6.76,1.11,0.08,1.53,12.85,2.32
3339000,2017-03-16,583.0,6.63,1.11,0.08,1.51,14.08,2.24
3339000,2017-03-17,583.0,6.65,1.11,0.07,1.52,14.73,2.22
3339000,2017-03-18,568.0,6.76,1.11,0.07,1.52,12.61,2.24
3339000,2017-03-19,601.0,6.84,1.11,0.07,1.51,15.31,2.19
3339000,2017-03-20,964.0,5.89,1.13,0.22,1.5,213.7,2.17
3339000,2017-03-21,2060.0,5.12,1.0,0.36,1.0,350.0,1.0
3339000,2017-03-22,1870.0,8.39,1.1,0.51,1.49,542.82,2.18
3339000,2017-03-23,1300.0,8.05,1.1,0.27,1.49,111.68,2.12
3339000,2017-03-24,1060.0,7.44,1.1,0.16,1.5,38.56,2.21
3339000,2017-03-25,1010.0,6.49,1.12,0.1,1.52,23.24,2.28
3339000,2017-03-26,936.0,6.84,1.11,0.09,1.5,22.42,2.21
3339000,2017-03-27,851.0,7.16,1.1,0.11,1.66,62.66,2.75
3339000,2017-03-28,793.0,5.98,1.12,0.11,1.64,58.65,2.7
3339000,2017-03-29,725.0,5.58,1.0,0.09,1.0,16.0,1.0
3339000,2017-03-30,927.0,5.49,1.13,0.11,1.49,54.15,2.13
3339000,2017-03-31,3080.0,4.91,1.0,0.38,1.0,488.0,1.0
3339000,2017-04-01,3310.0,7.9,1.11,0.44,1.49,567.2,2.17
3339000,2017-04-02,2180.0,7.94,1.1,0.28,1.49,182.07,2.12
3339000,2017-04-03,1730.0,7.55,1.11,0.17,1.49,92.83,2.15
3339000,2017-04-04,2820.0,6.58,1.0,0.43,1.0,445.0,1.0
3339000,2017-04-05,3270.0,7.67,1.11,0.28,1.47,339.66,2.11
3339000,2017-04-06,9310.0,7.46,1.0,0.47,1.0,765.0,1.0
3339000,2017-04-07,8520.0,9.06,1.09,0.38,1.44,507.08,2.12
3339000,2017-04-08,5520.0,9.71,1.08,0.33,1.47,348.01,2.09
3339000,2017-04-09,3140.0,9.4,1.09,0.23,1.47,202.78,2.05
3339000,2017-04-10,2410.0,9.09,1.09,0.19,1.48,138.78,2.12
3339000,2017-04-11,2010.0,8.87,1.09,0.17,1.49,100.83,2.07
3339000,2017-04-12,1660.0,8.71,1.09,0.16,1.49,83.89,2.08
3339000,2017-04-13,1500.0,8.68,1.09,0.13,1.49,53.91,2.08
3339000,2017-04-14,1420.0,8.55,1.09,0.11,1.5,43.76,2.16
3339000,2017-04-15,1570.0,8.46,1.09,0.1,1.49,48.33,2.14
3339000,2017-04-16,1860.0,8.51,1.09,0.1,1.48,49.97,2.11
3339000,2017-04-17,1560.0,8.15,1.1,0.1,1.48,48.41,2.13
3339000,2017-04-18,1230.0,7.74,1.1,0.09,1.49,41.97,2.12
3339000,2017-04-19,876.0,7.07,1.11,0.08,1.49,30.9,2.11
3339000,2017-04-20,1060.0,7.35,1.1,0.08,1.49,33.68,2.12
3339000,2017-04-21,1060.0,7.57,1.1,0.08,1.49,31.38,2.07
3339000,2017-04-22,938.0,7.55,1.1,0.07,1.48,30.12,2.15
3339000,2017-04-23,891.0,7.36,1.11,0.07,1.46,28.27,2.11
3339000,2017-04-24,840.0,7.11,1.11,0.07,1.48,29.14,2.09
3339000,2017-04-25,777.0,7.04,1.11,0.07,1.47,29.23,2.08
3339000,2017-04-26,876.0,6.77,1.11,0.11,1.48,63.67,2.08
3339000,2017-04-27,1290.0,6.72,1.11,0.12,1.49,71.55,2.09
3339000,2017-04-28,1460.0,7.47,1.1,0.1,1.48,55.59,2.06
3339000,2017-04-29,2100.0,6.56,1.11,0.18,1.45,218.3,2.07
3339000,2017-04-30,8920.0,8.28,1.09,0.39,1.46,1070.01,2.06
3339000,2017-05-01,14300.0,8.49,1.0,0.52,1.0,392.0,1.0
3339000,2017-05-02,13500.0,9.98,1.08,0.38,1.51,430.14,2.17
3339000,2017-05-03,8630.0,10.91,1.08,0.3,1.49,332.32,2.1
3339000,2017-05-04,11000.0,8.37,1.09,0.44,1.47,947.5,2.13
3339000,2017-05-05,16000.0,7.0,1.11,0.46,1.52,608.68,2.23
3339000,2017-05-06,12200.0,9.0,1.09,0.34,1.5,390.53,2.1
3339000,2017-05-07,7340.0,9.68,1.09,0.24,1.48,277.97,2.07
3339000,2017-05-08,4430.0,9.56,1.08,0.22,1.48,239.36,2.13
3339000,2017-05-09,3650.0,9.64,1.08,0.2,1.47,202.37,2.12
3339000,2017-05-10,4310.0,9.48,1.09,0.21,1.48,294.82,2.09
3339000,2017-05-11,3960.0,9.19,1.09,0.25,1.47,357.21,2.1
3339000,2017-05-12,3210.0,9.29,1.09,0.26,1.49,335.46,2.08
3339000,2017-05-13,2440.0,9.6,1.09,0.2,1.47,210.09,2.15
3339000,2017-05-14,2000.0,9.65,1.08,0.17,1.48,156.71,2.15
3339000,2017-05-15,1760.0,9.45,1.09,0.16,1.49,121.91,2.12
3339000,2017-05-16,1500.0,9.28,1.08,0.13,1.46,97.13,2.15
3339000,2017-05-17,1400.0,9.21,1.09,0.13,1.46,78.57,2.09
3339000,2017-05-18,1330.0,9.18,1.09,0.12,1.45,71.86,2.14
3339000,2017-05-19,1460.0,8.8,1.09,0.14,1.47,113.51,2.14
3339000,2017-05-20,4620.0,8.29,1.1,0.28,1.48,838.17,2.14
3339000,2017-05-21,7130.0,8.81,1.09,0.36,1.49,721.63,2.11
3339000,2017-05-22,5700.0,10.79,1.08,0.33,1.48,468.38,2.12
3339000,2017-05-23,3320.0,10.92,1.08,0.27,1.47,287.36,2.13
3339000,2017-05-24,2390.0,10.73,1.08,0.21,1.49,175.59,2.12
3339000,2017-05-25,1970.0,10.59,1.08,0.16,1.58,135.46,2.19
3339000,2017-05-26,1820.0,10.27,1.08,0.17,1.55,146.64,2.22
3339000,2017-05-27,5330.0,9.38,1.08,0.47,1.49,1431.99,2.14
3339000,2017-05-28,5100.0,14.54,1.06,0.73,1.53,1429.61,2.35
3339000,2017-05-29,2300.0,5.3,1.29,0.47,1.48,1044.87,2.14
3339000,2017-05-30,1640.0,9.14,1.0,0.18,1.0,472.93,2.16
3339000,2017-05-31,1390.0,9.08,1.09,0.22,1.49,67.0,1.0
3339000,2017-06-01,1230.0,8.75,1.1,0.19,1.5,134.21,2.12
3339000,2017-06-02,1110.0,8.82,1.09,0.15,1.5,89.27,2.06
3339000,2017-06-03,1020.0,8.87,1.1,0.13,1.49,67.35,2.16
3339000,2017-06-04,981.0,8.81,1.09,0.11,1.48,52.5,2.08
3339000,2017-06-05,935.0,8.59,1.1,0.1,1.48,41.27,2.13
3339000,2017-06-06,868.0,8.44,1.1,0.09,1.48,36.64,2.09
3339000,2017-06-07,796.0,8.27,1.09,0.1,1.49,36.3,2.14
3339000,2017-06-08,729.0,8.12,1.1,0.1,1.49,32.87,2.18
3339000,2017-06-09,733.0,7.99,1.1,0.1,1.5,33.32,2.12
3339000,2017-06-10,665.0,7.94,1.1,0.1,1.49,33.43,2.15
3339000,2017-06-11,654.0,7.64,1.1,0.1,1.49,35.27,2.1
3339000,2017-06-12,656.0,7.45,1.11,0.1,1.48,35.72,2.13
3339000,2017-06-13,520.0,7.23,1.11,0.11,1.5,30.18,2.13
3339000,2017-06-14,595.0,7.66,1.0,0.09,1.0,21.0,1.0
3339000,2017-06-15,818.0,6.7,1.12,0.15,1.49,90.25,2.16
3339000,2017-06-16,1280.0,6.87,1.11,0.16,1.48,94.9,2.08
3339000,2017-06-17,888.0,6.66,1.12,0.14,1.48,57.66,2.13
3339000,2017-06-18,772.0,6.57,1.12,0.13,1.5,43.79,2.15
3339000,2017-06-19,1280.0,7.1,1.11,0.22,1.49,209.84,2.12
3339000,2017-06-20,1150.0,10.02,1.08,0.42,1.52,404.49,2.24
3339000,2017-06-21,778.0,9.72,1.08,0.22,1.5,108.43,2.12
3339000,2017-06-22,610.0,8.5,1.1,0.19,1.52,73.68,2.18
3339000,2017-06-23,626.0,8.26,1.0,0.15,1.0,47.0,1.0
3339000,2017-06-24,827.0,7.6,1.11,0.16,1.49,88.49,2.13
3339000,2017-06-25,735.0,7.3,1.11,0.19,1.51,95.65,2.09
3339000,2017-06-26,579.0,7.24,1.11,0.18,1.49,78.79,2.13
3339000,2017-06-27,431.0,7.18,1.11,0.18,1.51,67.47,2.16
3339000,2017-06-28,458.0,6.92,1.12,0.17,1.52,65.36,2.2
3339000,2017-06-29,389.0,6.47,1.13,0.17,1.51,63.82,2.16
3339000,2017-06-30,851.0,5.98,1.13,0.28,1.5,287.29,2.23
3339000,2017-07-01,2620.0,6.77,1.11,0.22,1.5,308.35,2.12
3339000,2017-07-02,1460.0,6.63,1.12,0.24,1.5,158.05,2.12
3339000,2017-07-03,854.0,6.48,1.13,0.22,1.51,90.47,2.09
3339000,2017-07-04,622.0,6.02,1.14,0.21,1.51,66.48,2.18
3339000,2017-07-05,530.0,5.31,1.15,0.2,1.5,60.71,2.18
3339000,2017-07-06,492.0,5.27,1.16,0.17,1.51,48.89,2.19
3339000,2017-07-07,447.0,5.21,1.15,0.17,1.51,32.0,1.0
3339000,2017-07-08,417.0,5.02,1.16,0.16,1.5,42.43,2.17
3339000,2017-07-09,292.0,4.22,1.18,0.18,1.51,41.91,2.1
3339000,2017-07-10,340.0,3.97,1.4,0.15,1.79,56.83,2.74
3339000,2017-07-11,384.0,3.92,1.19,0.21,1.5,57.07,2.15
3339000,2017-07-12,478.0,4.18,1.18,0.19,1.5,44.95,2.14
3339000,2017-07-13,515.0,4.34,1.17,0.12,1.5,41.23,2.22
3339000,2017-07-14,392.0,3.99,1.18,0.14,1.49,30.39,2.14
3339000,2017-07-15,281.0,3.69,1.19,0.15,1.5,26.49,2.15
3339000,2017-07-16,244.0,3.45,1.2,0.15,1.48,24.6,2.11
3339000,2017-07-17,228.0,6.27,1.0,0.12,1.0,20.94,2.15
3339000,2017-07-18,222.0,2.7,1.23,0.15,1.51,21.74,2.14
3339000,2017-07-19,259.0,2.86,1.22,0.14,1.49,19.79,2.18
3339000,2017-07-20,195.0,2.61,1.24,0.15,1.5,16.59,2.21
3339000,2017-07-21,226.0,2.49,1.23,0.18,1.49,35.78,2.11
3339000,2017-07-22,286.0,2.96,1.22,0.17,1.49,28.42,2.17
3339000,2017-07-23,484.0,3.37,1.19,0.15,1.51,26.64,2.22
3339000,2017-07-24,431.0,3.12,1.21,0.16,1.49,28.11,2.21
3339000,2017-07-25,306.0,2.83,1.22,0.15,1.5,32.16,2.16
3339000,2017-07-26,274.0,2.76,1.0,0.14,1.0,22.0,1.0
3339000,2017-07-27,225.0,2.08,1.22,0.19,1.47,30.84,2.09
3339000,2017-07-28,226.0,2.16,1.23,0.2,1.49,29.33,2.1
3339000,2017-07-29,176.0,2.04,1.22,0.19,1.46,32.1,2.12
3339000,2017-07-30,145.0,1.95,1.22,0.19,1.48,35.18,2.12
3339000,2017-07-31,118.0,1.73,1.22,0.2,1.49,41.64,2.06
3339000,2017-08-01,150.0,1.91,1.22,0.18,1.48,29.44,2.15
3339000,2017-08-02,163.0,1.92,1.23,0.18,1.49,26.01,2.07
3339000,2017-08-03,161.0,1.96,1.23,0.18,1.48,12.0,1.0
3339000,2017-08-04,202.0,1.87,1.24,0.21,1.49,31.0,2.08
3339000,2017-08-05,136.0,1.74,1.24,0.22,1.47,33.04,2.08
3339000,2017-08-06,144.0,1.75,1.23,0.2,1.49,26.42,2.11
3339000,2017-08-07,145.0,1.78,1.24,0.22,1.49,36.39,2.08
3339000,2017-08-08,112.0,1.75,1.24,0.24,1.5,54.8,2.16
3339000,2017-08-09,103.0,2.42,1.39,0.14,1.81,21.57,2.81
3339000,2017-08-10,98.3,2.38,1.39,0.14,1.82,18.96,2.81
3339000,2017-08-11,118.0,2.46,1.39,0.15,1.8,24.53,2.89
3339000,2017-08-12,98.0,2.33,1.39,0.14,1.81,20.33,2.81
3339000,2017-08-13,95.7,2.32,1.4,0.14,1.82,20.6,2.89
3339000,2017-08-14,92.3,2.29,1.39,0.14,1.8,19.62,2.86
3339000,2017-08-15,94.4,1.56,1.23,0.2,1.49,39.64,2.1
3339000,2017-08-16,83.7,1.45,1.24,0.19,1.5,39.16,2.11
3339000,2017-08-17,83.6,1.47,1.25,0.2,1.5,35.63,2.1
3339000,2017-08-18,87.1,1.54,1.24,0.21,1.49,36.61,2.14
3339000,2017-08-19,85.6,1.56,1.24,0.22,1.49,35.25,2.04
3339000,2017-08-20,85.8,1.56,1.23,0.22,1.49,37.33,2.08
3339000,2017-08-21,82.6,1.49,1.24,0.21,1.49,32.14,2.13
3339000,2017-08-22,164.0,1.76,1.22,0.18,1.5,43.29,2.19
3339000,2017-08-23,2170.0,2.1,1.21,0.31,1.5,179.0,1.0
3339000,2017-08-24,1370.0,2.02,1.21,0.26,1.49,109.73,2.16
3339000,2017-08-25,832.0,1.82,1.24,0.27,1.5,80.98,2.14
3339000,2017-08-26,358.0,1.5,1.25,0.29,1.5,52.77,2.15
3339000,2017-08-27,279.0,1.22,1.26,0.32,1.52,37.41,2.22
3339000,2017-08-28,289.0,1.64,1.26,0.37,1.58,132.7,2.24
3339000,2017-08-29,373.0,1.66,1.25,0.33,1.58,130.32,2.26
3339000,2017-08-30,405.0,1.26,1.0,0.15,1.0,34.0,1.0
3339000,2017-08-31,389.0,1.65,1.25,0.36,1.51,66.2,2.12
3339000,2017-09-01,233.0,1.5,1.26,0.34,1.5,43.26,2.15
3339000,2017-09-02,159.0,1.28,1.27,0.38,1.52,38.26,2.24
3339000,2017-09-03,133.0,1.17,1.28,0.39,1.54,30.11,2.35
3339000,2017-09-04,120.0,1.04,1.28,0.36,1.54,23.21,2.31
3339000,2017-09-05,181.0,1.0,1.28,0.32,1.55,21.98,2.27
